# file...... time_results/overhead_line_losses_pv.csv
# date...... Sun Dec 10 19:41:19 2017
# user...... ericlinxie
# host...... (null)
# group..... class=overhead_line
# property.. power_losses
# limit..... 0
# interval.. 0
# timestamp,line_632-645,line_645-646,line_630-632,line_632-6321,line_6321-671,line_671-680,line_671-684,line_684-611,line_632-633
2000-08-02 10:00:00 HDT,+2795.69+2411.2i,+560.104+442.845j,+28467.4+88616.8j,+10785.7+33603.9i,+34378.8+107566i,+62288.4+200953i,+597.698+482.512i,+353.146+356.249i,+763.759+967.907i
2000-08-02 11:00:00 HDT,+2795.94+2412.66i,+556.523+440.015j,+36537.4+114271j,+12935.6+40368.1i,+40885.1+128056i,+68284.3+220645i,+593.928+480.025i,+349.095+352.168i,+767.265+972.385i
2000-08-02 12:00:00 HDT,+2812.46+2424.49i,+567.209+448.466j,+154544+495338j,+48278.5+154531i,+149732+479888i,+174582+564750i,+592.058+482.097i,+310.707+313.153i,+743.335+940.9i
2000-08-02 13:00:00 HDT,+2611.53+2236.47i,+561.212+443.654j,+301196+673477j,+99294.6+193672i,+303692+598159i,+188935+484779i,+494.924+393.198i,+264.83+267.059i,+784.536+975.832i
2000-08-02 14:00:00 HDT,+2618.69+2284.49i,+484.093+382.464j,+172503+482328j,+37901+118026i,+121263+362619i,+137391+442688i,+574.49+470.312i,+288.965+291.172i,+758.561+952.179i
2000-08-02 15:00:00 HDT,+2518.76+2142.6i,+581.357+459.506j,+342519+769072j,+93808.1+217342i,+290679+669381i,+199997+491918i,+474.558+376.331i,+258.172+260.388i,+785.211+970.519i
2000-08-02 16:00:00 HDT,+2639.21+2297.92i,+490.639+387.709j,+93785.7+309915j,+21876.9+72334.3i,+67418.3+221823i,+93226.3+301720i,+589.1+480.067i,+309.044+311.663i,+764.456+960.69i
2000-08-02 17:00:00 HDT,+2600.49+2225.24i,+564.979+446.614j,+131816+325040j,+38817.9+91003i,+116346+281212i,+79500+202711i,+508.476+403.576i,+306.721+309.514i,+793.868+990.86i
2000-08-02 18:00:00 HDT,+2761.28+2387.41i,+538.1+425.424j,+47946.5+148704j,+8751.05+20736.6i,+25115.7+55661.1i,+930.186+2674.19i,+604.88+486.132i,+406.15+410.102i,+803.153+1018.81i
2000-08-02 19:00:00 HDT,+2769.09+2392.41i,+541.846+428.407j,+65643+192608j,+12416.3+30562.3i,+35577+83793.6i,+2.62465-24.2078i,+610.047+490.038i,+415.996+420.103i,+807.228+1025i
2000-08-02 20:00:00 HDT,+2769.09+2392.41i,+541.846+428.407j,+65643+192608j,+12416.3+30562.3i,+35577+83793.6i,+2.62465-24.2078i,+610.047+490.038i,+415.996+420.103i,+807.228+1025i
2000-08-02 21:00:00 HDT,+2769.09+2392.41i,+541.846+428.407j,+65643+192608j,+12416.3+30562.3i,+35577+83793.6i,+2.62465-24.2078i,+610.047+490.038i,+415.996+420.103i,+807.228+1025i
2000-08-02 22:00:00 HDT,+2769.09+2392.41i,+541.846+428.407j,+65643+192608j,+12416.3+30562.3i,+35577+83793.6i,+2.62465-24.2078i,+610.047+490.038i,+415.996+420.103i,+807.228+1025i
2000-08-02 23:00:00 HDT,+2769.09+2392.41i,+541.846+428.407j,+65643+192608j,+12416.3+30562.3i,+35577+83793.6i,+2.62465-24.2078i,+610.047+490.038i,+415.996+420.103i,+807.228+1025i
2000-08-03 00:00:00 HDT,+2769.09+2392.41i,+541.846+428.407j,+65643+192608j,+12416.3+30562.3i,+35577+83793.6i,+2.62465-24.2078i,+610.047+490.038i,+415.996+420.103i,+807.228+1025i
